name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,zone_id
Leonardtown Housing12,141,23988742.0,,yes,,,"POLYGON ((-76.933887 38.9846724, -76.93373320000001 38.9846526, -76.9337247 38.9846923, -76.9337007 38.9846892, -76.9336893 38.9847427, -76.9337024 38.9847444, -76.9336954 38.9847774, -76.9336935 38.9847863, -76.9336622 38.9847823, -76.93365729999999 38.9848058, -76.9336875 38.9848096, -76.93368169999999 38.9848369, -76.9336788 38.9848502, -76.93366349999999 38.9848482, -76.9336512 38.9849057, -76.93368049999999 38.9849095, -76.93367189999999 38.9849496, -76.9338315 38.9849701, -76.9338405 38.9849277, -76.93386630000001 38.984931, -76.9338786 38.9848731, -76.9338625 38.984871, -76.9338649 38.98486, -76.93387060000001 38.9848334, -76.9339011 38.9848373, -76.9339061 38.9848137, -76.9338753 38.9848098, -76.93387730000001 38.9848004, -76.9338839 38.9847695, -76.933898 38.9847713, -76.93391010000001 38.9847145, -76.9338789 38.9847105, -76.933887 38.9846724))",POINT (-76.9337813966153 38.98481208804963),561.5,30
Leonardtown Housing5,143,23988744.0,,yes,,,"POLYGON ((-76.9337056 38.984426, -76.93355440000001 38.9844704, -76.9335351 38.9844305, -76.9335076 38.9844386, -76.93348159999999 38.9843851, -76.9334976 38.9843804, -76.9334891 38.984363, -76.9334793 38.9843428, -76.9334521 38.9843508, -76.933441 38.9843281, -76.93347009999999 38.9843195, -76.93346560000001 38.9843104, -76.9334526 38.9842835, -76.93343659999999 38.9842882, -76.9334088 38.9842309, -76.9334412 38.9842214, -76.9334278 38.9841939, -76.9335729 38.9841513, -76.9335883 38.984183, -76.9336179 38.9841743, -76.933644 38.9842279, -76.9336282 38.9842325, -76.9336373 38.9842513, -76.9336461 38.9842695, -76.9336717 38.984262, -76.9336832 38.9842856, -76.9336551 38.9842938, -76.93366330000001 38.9843106, -76.9336729 38.9843305, -76.9336888 38.9843258, -76.9337151 38.9843801, -76.93368719999999 38.9843883, -76.9337056 38.984426))",POINT (-76.93356424819051 38.98431003897025),560.0,38
Outdoor Aquatics Center,36,23545078.0,,yes,,,"POLYGON ((-76.94655729999999 38.9936271, -76.9465577 38.9935395, -76.94656019999999 38.9931502, -76.9464385 38.9931497, -76.9464361 38.9935251, -76.94643569999999 38.9936268, -76.94655729999999 38.9936271))",POINT (-76.94649783850971 38.99338842615465),557.8,20
Bel Air Hall,25,23543989.0,,university,,,"POLYGON ((-76.9428925 38.99286, -76.9428923 38.9927493, -76.94274230000001 38.9927494, -76.94248349999999 38.9927496, -76.9423767 38.9927497, -76.94237680000001 38.9928604, -76.9428925 38.99286))",POINT (-76.94263457370828 38.99280484550634),548.6,21
Chestertown Hall,24,23543980.0,,university,,,"POLYGON ((-76.9437145 38.992853, -76.9437171 38.9927432, -76.94360760000001 38.9927445, -76.9433988 38.9927454, -76.94319489999999 38.9927462, -76.9431957 38.9928556, -76.9437145 38.992853))",POINT (-76.94345555295969 38.99279961626299),546.4,21
Lot T,530,363185809.0,,parking,,,"POLYGON ((-76.9380503 38.9899614, -76.93805159999999 38.9900581, -76.9386331 38.9900534, -76.9386318 38.9899567, -76.9380503 38.9899614))",POINT (-76.9383417 38.99000739999999),540.5,22
Lot O3,277,25519890.0,,parking,,,"POLYGON ((-76.94842199999999 38.9843086, -76.9481985 38.9843081, -76.9481676 38.9843052, -76.94816899999999 38.9843469, -76.94816969999999 38.9843647, -76.9481396 38.9843655, -76.94814100000001 38.9843946, -76.9481792 38.9843912, -76.94817980000001 38.9844693, -76.9481802 38.984483, -76.9482589 38.984482, -76.94825760000001 38.9845314, -76.9484641 38.9845251, -76.94842199999999 38.9843086))",POINT (-76.94831264450856 38.98441400546036),539.8,36
,2816,748995017.0,,parking,,,"POLYGON ((-76.9318609 38.9986064, -76.9317339 38.9985973, -76.93172439999999 38.9986775, -76.93164729999999 38.998672, -76.9316187 38.9989143, -76.9317574 38.9989242, -76.93176459999999 38.998863, -76.9318301 38.9988677, -76.9318609 38.9986064))",POINT (-76.93174139820447 38.99876455170095),539.3,15
Lot S3,240,25169936.0,,parking,,,"POLYGON ((-76.9431675 38.9925846, -76.9431761 38.9924111, -76.9428757 38.9924111, -76.9428757 38.9925779, -76.94295289999999 38.9925912, -76.9429873 38.9926179, -76.9430346 38.9926168, -76.94307310000001 38.9926179, -76.9431074 38.9925912, -76.9431675 38.9925846))",POINT (-76.94302473446767 38.99250539625907),535.8,21
Lot FF,246,25175330.0,,parking,,,"POLYGON ((-76.93995940000001 38.9947683, -76.9399439 38.9943923, -76.9399251 38.9938344, -76.9398736 38.9938344, -76.9398831 38.9943918, -76.93989070000001 38.9947883, -76.9398904 38.9947683, -76.93995940000001 38.9947683))",POINT (-76.93991217635964 38.99432397538572),535.7,21
Kangnam BBQ,509,302528827.0,,restaurant,,,"POLYGON ((-76.9320148 38.9948291, -76.93195679999999 38.9949539, -76.93154610000001 38.9949248, -76.9315557 38.994798, -76.9320148 38.9948291))",POINT (-76.93176904293261 38.99487531831594),535.5,23
Lot SD*,293,25552362.0,,parking,,,"POLYGON ((-76.9490121 38.9903105, -76.9490151 38.990275, -76.9490117 38.9900986, -76.9488236 38.9900983, -76.9488229 38.990278, -76.94882389999999 38.9903904, -76.9490121 38.9903905, -76.9490121 38.9903105))",POINT (-76.94891817950239 38.99024439886306),532.5,19
China Buffet,506,302355095.0,,restaurant,,,"POLYGON ((-76.9311448 39.003236, -76.9311263 39.0033169, -76.9312793 39.0033381, -76.9312559 39.0034405, -76.93119950000001 39.0034327, -76.9311792 39.0035215, -76.930975 39.0034933, -76.9310373 39.0032211, -76.9311448 39.003236))",POINT (-76.93111132819558 39.00338572561255),530.5,7
,2796,700755537.0,,parking,,,"POLYGON ((-76.95615599999999 38.9843067, -76.9561071 38.9840649, -76.9559012 38.984092, -76.9559488 38.9843333, -76.95602529999999 38.9843515, -76.9560903 38.9843448, -76.95615599999999 38.9843067))",POINT (-76.95603028453988 38.98420873663468),529.7,34
,1300,613049916.0,,yes,,,"POLYGON ((-76.9345933 38.9811211, -76.9346699 38.9809172, -76.9346465 38.9809119, -76.93470000000001 38.9807696, -76.9348529 38.9808094, -76.9347807 38.9810056, -76.9348 38.98101, -76.9347655 38.9811018, -76.9347495 38.9810981, -76.93472920000001 38.9811523, -76.9345933 38.9811211))",POINT (-76.93472293487 38.98096048572631),529.2,38
Denny's,526,339268623.0,,restaurant,,,"POLYGON ((-76.9331985 38.9941319, -76.93284970000001 38.9940414, -76.93291019999999 38.9939006, -76.93325900000001 38.9939911, -76.9331985 38.9941319))",POINT (-76.93305435000001 38.99401625),524.6,23
Alpha Xi Delta,593,604775395.0,,yes,,,"POLYGON ((-76.93586449999999 38.9802813, -76.93592099999999 38.9801334, -76.9355875 38.9800564, -76.93553110000001 38.9802043, -76.93586449999999 38.9802813))",POINT (-76.93572603028359 38.98016884752388),515.8,38
,361,93685965.0,,yes,,,"POLYGON ((-76.93870459999999 38.9814644, -76.9389101 38.9814581, -76.9388969 38.981198, -76.9386914 38.9812043, -76.9386982 38.9813379, -76.93870459999999 38.9814644))",POINT (-76.93880075494896 38.98133119979116),514.5,37
Lot W,84,23598850.0,,parking,,,"POLYGON ((-76.94147049999999 38.9850195, -76.9414709 38.9847059, -76.9413016 38.9847058, -76.9413012 38.9850194, -76.94147049999999 38.9850195))",POINT (-76.94138604999999 38.98486265),510.3,29
,558,429358272.0,,apartments,,,"POLYGON ((-76.9438596 38.9814618, -76.9438322 38.981298, -76.94351349999999 38.9813303, -76.9435409 38.981494, -76.9438596 38.9814618))",POINT (-76.9436865658309 38.98139602268159),510.1,37
College Park LDS Institute of Religion,313,26367231.0,,place_of_worship,,,"POLYGON ((-76.94759019999999 38.9820503, -76.94763399999999 38.9819959, -76.9475683 38.981964, -76.9476317 38.9818852, -76.9473746 38.9817605, -76.9472676 38.9818938, -76.94736380000001 38.9819405, -76.94759019999999 38.9820503))",POINT (-76.94746186453717 38.98190061017483),505.4,36
,539,375608474.0,,yes,,,"POLYGON ((-76.932878 38.9897751, -76.93281829999999 38.9897673, -76.93282069999999 38.989756, -76.9327529 38.9897471, -76.9327495 38.9897628, -76.93252219999999 38.9897329, -76.93252459999999 38.989722, -76.9323838 38.9897035, -76.93240779999999 38.9895932, -76.9325705 38.9896145, -76.9325654 38.989638, -76.9327547 38.9896629, -76.93275730000001 38.989651, -76.9329008 38.9896698, -76.932878 38.9897751))",POINT (-76.93263621020158 38.98968859364853),505.4,31
Garrett Hall,124,23987891.0,,yes,,,"POLYGON ((-76.9429334 38.9831982, -76.9429358 38.9833001, -76.9427558 38.9833027, -76.94275639999999 38.9833309, -76.94270419999999 38.9833316, -76.9426536 38.9833324, -76.94265300000001 38.9833035, -76.9424473 38.9833064, -76.9424449 38.9832052, -76.9429334 38.9831982))",POINT (-76.94269152411852 38.98325609135352),505.1,37
Cattle Barn,199,24924850.0,,barn,,,"POLYGON ((-76.9404507 38.9924161, -76.9405127 38.9924379, -76.9405794 38.9924613, -76.94064280000001 38.9924836, -76.9407123 38.992508, -76.9406733 38.9925749, -76.940287 38.9924391, -76.9403859 38.9922671, -76.94040800000001 38.9922333, -76.94047380000001 38.9922567, -76.9405316 38.992277, -76.9404507 38.9924161))",POINT (-76.94047093023818 38.9924135354399),501.0,21
Bank of America,341,34068754.0,,bank,,,"POLYGON ((-76.9381911 38.9807812, -76.93819120000001 38.9807667, -76.9382992 38.9807671, -76.9383005 38.9805361, -76.938087 38.9805353, -76.93808559999999 38.9807808, -76.9381911 38.9807812))",POINT (-76.93819144996665 38.98065488962703),488.8,38
,549,385511341.0,,residential,,,"POLYGON ((-76.9300539 38.9901271, -76.93000670000001 38.9900371, -76.9295243 38.9901901, -76.9295716 38.9902801, -76.9300539 38.9901271))",POINT (-76.92978911215593 38.99015860251922),486.7,23
,550,385511343.0,,residential,,,"POLYGON ((-76.93013500000001 38.9897606, -76.930288 38.9893924, -76.93016369999999 38.9893612, -76.9300107 38.9897294, -76.93013500000001 38.9897606))",POINT (-76.93014935000001 38.98956090000001),485.7,31
College Park City Hall,375,93686061.0,,townhall,,,"POLYGON ((-76.9371897 38.9808977, -76.9371649 38.9809639, -76.9371543 38.9809922, -76.937102 38.9809804, -76.9370936 38.9810031, -76.9370515 38.9809936, -76.9370576 38.9809772, -76.9369274 38.9809478, -76.93691560000001 38.9809793, -76.93681410000001 38.9809563, -76.93681909999999 38.980943, -76.93678679999999 38.9809357, -76.9367929 38.9809194, -76.9367816 38.9809169, -76.9368262 38.9807979, -76.9371424 38.9808695, -76.9371364 38.9808856, -76.9371897 38.9808977))",POINT (-76.93697553092483 38.9809033324366),485.4,38
,456,227786272.0,,residential,,,"POLYGON ((-76.9536787 38.9785172, -76.9536444 38.9785081, -76.9536312 38.9785386, -76.9535609 38.97852, -76.9535556 38.9785322, -76.9534372 38.9785009, -76.9534936 38.9783709, -76.9535308 38.9783808, -76.95355360000001 38.9783282, -76.9537564 38.9783817, -76.953723 38.9784587, -76.95379819999999 38.9784786, -76.9537651 38.9785548, -76.95367299999999 38.9785305, -76.9536787 38.9785172))",POINT (-76.95361623287542 38.97844770883143),479.7,43
,398,208128760.0,,yes,,,"POLYGON ((-76.93847359999999 38.9790041, -76.9383261 38.9789843, -76.9383328 38.9789519, -76.93819999999999 38.9789353, -76.9381954 38.9789579, -76.9381614 38.9789537, -76.93813470000001 38.9790964, -76.9383395 38.9791229, -76.9383347 38.9791448, -76.9384402 38.9791579, -76.93847359999999 38.9790041))",POINT (-76.93830289614593 38.97904549059842),477.7,46
Lot GG2,81,23591246.0,,parking,,,"POLYGON ((-76.9371527 38.9909124, -76.9366892 38.9909124, -76.9366892 38.9909458, -76.9366892 38.9910192, -76.9370583 38.9910192, -76.9371527 38.9910192, -76.9371527 38.9909124))",POINT (-76.93692094999999 38.9909658),475.7,22
Lot TT,258,25178317.0,,parking,,,"POLYGON ((-76.9404548 38.9886694, -76.9404548 38.9883825, -76.9402831 38.9883825, -76.9402831 38.9886694, -76.9404548 38.9886694))",POINT (-76.94036894999999 38.98852595),473.4,29
,1137,613049556.0,,yes,,,"POLYGON ((-76.9313645 38.9799232, -76.9314881 38.9795806, -76.9316731 38.9796212, -76.9316457 38.979697, -76.93155470000001 38.979677, -76.93148429999999 38.9798724, -76.9315711 38.9798915, -76.9315453 38.9799632, -76.9313645 38.9799232))",POINT (-76.93150037570709 38.97976640025205),470.2,39
,2797,700755538.0,,parking,,,"POLYGON ((-76.95624720000001 38.9847581, -76.9562037 38.9845423, -76.9561406 38.9845256, -76.9560635 38.9845303, -76.9560018 38.9845699, -76.95604539999999 38.9847868, -76.95624720000001 38.9847581))",POINT (-76.95612238879067 38.98465463872191),469.4,34
,543,375608488.0,,yes,,,"POLYGON ((-76.9321769 38.9910701, -76.9322536 38.9909915, -76.93211220000001 38.9909081, -76.93212029999999 38.9908998, -76.93201329999999 38.9908363, -76.9320014 38.9908484, -76.93184530000001 38.9907555, -76.9317714 38.9908304, -76.9319306 38.9909252, -76.93194990000001 38.990913, -76.9320348 38.9909631, -76.93202049999999 38.9909778, -76.9321769 38.9910701))",POINT (-76.93201661360602 38.99091053858888),468.9,23
Rossborough Inn,162,23988920.0,,yes,,,"POLYGON ((-76.93761240000001 38.9854536, -76.9375423 38.9854366, -76.9375702 38.9853671, -76.9375488 38.9853619, -76.9375768 38.9852918, -76.93762479999999 38.9851718, -76.9377326 38.9851979, -76.9377379 38.9851992, -76.9377207 38.9852421, -76.9379424 38.9852957, -76.93793429999999 38.9853158, -76.9379582 38.9853216, -76.93793770000001 38.9853727, -76.9377508 38.9853276, -76.93770550000001 38.9853166, -76.9376755 38.9853914, -76.93764059999999 38.985383, -76.93761240000001 38.9854536))",POINT (-76.93770852292249 38.98530664671892),467.6,30
,1523,613050412.0,,yes,,,"POLYGON ((-76.9452794 38.9785305, -76.9452284 38.9784985, -76.9452172 38.9785094, -76.9451902 38.9784925, -76.9452053 38.9784778, -76.94514150000001 38.9784378, -76.9451514 38.9784282, -76.94508380000001 38.9783857, -76.9451554 38.9783163, -76.9452175 38.9783553, -76.9452344 38.9783388, -76.9453025 38.9783816, -76.9453255 38.9783592, -76.9454307 38.9784252, -76.9453948 38.97846, -76.94544930000001 38.9784942, -76.94534659999999 38.9785938, -76.94529319999999 38.9785603, -76.9452977 38.978556, -76.9452706 38.978539, -76.9452794 38.9785305))",POINT (-76.9452793585447 38.97844571800439),466.6,44
Leonardtown Housing10,150,23988855.0,,apartments,,,"POLYGON ((-76.9328707 38.9824829, -76.9327344 38.9824548, -76.9327086 38.9825466, -76.93278410000001 38.9825668, -76.9328242 38.9826213, -76.9328002 38.9826836, -76.932873 38.9827003, -76.9329542 38.9827177, -76.9329798 38.9826648, -76.9330647 38.9826287, -76.9331249 38.9826446, -76.93316780000001 38.9825512, -76.9330322 38.9825201, -76.9329979 38.9826132, -76.9328405 38.9825732, -76.9328707 38.9824829))",POINT (-76.93292090419457 38.98259050106419),465.2,39
,1147,613049568.0,,yes,,,"POLYGON ((-76.9316547 38.9799098, -76.9317432 38.9799301, -76.9318167 38.9797355, -76.931725 38.9797144, -76.9317528 38.9796408, -76.93193669999999 38.9796831, -76.9318083 38.9800229, -76.9316276 38.9799813, -76.9316547 38.9799098))",POINT (-76.93179997415754 38.9798351047076),463.9,39
,540,375608476.0,,yes,,,"POLYGON ((-76.9322729 38.9902281, -76.93212819999999 38.9901785, -76.9321862 38.9900762, -76.9322085 38.9900838, -76.9322986 38.9899249, -76.9322774 38.9899176, -76.9323275 38.9898293, -76.93243579999999 38.9898664, -76.9323874 38.9899519, -76.9324067 38.9899586, -76.9323143 38.9901216, -76.9323029 38.9901177, -76.93228259999999 38.9901536, -76.93230990000001 38.9901629, -76.9322729 38.9902281))",POINT (-76.93229040257415 38.99003617533175),463.3,23
Alpha Chi Omega Sorority House,160,23988897.0,,yes,,,"POLYGON ((-76.9360453 38.9812915, -76.93600379999999 38.9813821, -76.93594830000001 38.9813667, -76.93589679999999 38.981479, -76.93603950000001 38.9815186, -76.9361643 38.9815531, -76.9362141 38.9814446, -76.9361356 38.9814228, -76.93617879999999 38.9813285, -76.9361098 38.9813093, -76.9360453 38.9812915))",POINT (-76.93606557811525 38.98142987269155),453.3,38
Frederick Hall,114,23987783.0,,yes,,,"POLYGON ((-76.94067630000001 38.9818697, -76.94067920000001 38.9819794, -76.9406829 38.9821192, -76.94068559999999 38.9822203, -76.94081989999999 38.9822182, -76.94081060000001 38.9818675, -76.94067630000001 38.9818697))",POINT (-76.94074809832301 38.98204392585048),452.9,37
,508,302528826.0,,yes,,,"POLYGON ((-76.93180580000001 38.9952126, -76.9317719 38.995475, -76.93159439999999 38.9954611, -76.9316283 38.9951987, -76.93180580000001 38.9952126))",POINT (-76.9317001 38.99533685),452.1,15
,1319,613049975.0,,yes,,,"POLYGON ((-76.9393128 38.9796789, -76.9393609 38.9794689, -76.93960319999999 38.9795027, -76.9395749 38.9796262, -76.93951180000001 38.9796174, -76.93949189999999 38.9797039, -76.9393128 38.9796789))",POINT (-76.93944892573303 38.97958187275952),450.5,37
College Park Car Wash,2790,700437469.0,,car_wash,,,"POLYGON ((-76.93223639999999 38.9963794, -76.93226199999999 38.9963817, -76.9322616 38.9963841, -76.93233619999999 38.9963908, -76.9323334 38.9964101, -76.93232980000001 38.9964348, -76.9323559 38.9964371, -76.9323533 38.9964545, -76.93234750000001 38.9964944, -76.93234200000001 38.9965318, -76.93233840000001 38.9965566, -76.9323263 38.9966389, -76.9323247 38.9966501, -76.93231919999999 38.9966871, -76.9323139 38.9967232, -76.9323065 38.9967735, -76.9323021 38.9968036, -76.9322014 38.9967946, -76.9322008 38.9967986, -76.9321765 38.9967965, -76.93218039999999 38.9967698, -76.93218419999999 38.9967439, -76.9322039 38.9967457, -76.932208 38.9967222, -76.93221509999999 38.9966816, -76.93222129999999 38.9966466, -76.93222419999999 38.9966302, -76.93219980000001 38.9966276, -76.9322116 38.9965468, -76.93223209999999 38.9965486, -76.93223450000001 38.996532, -76.93223999999999 38.9964944, -76.9322459 38.996454, -76.932249 38.9964328, -76.9322289 38.996431, -76.932232 38.9964098, -76.93223639999999 38.9963794))",POINT (-76.93227280525701 38.99659706215959),446.4,15
Leonardtown Housing2,154,23988865.0,,apartments,,,"POLYGON ((-76.9320172 38.9825327, -76.9319813 38.9826337, -76.9320523 38.9826522, -76.9320147 38.9827512, -76.93193669999999 38.9827366, -76.9318895 38.9828698, -76.9319742 38.9828867, -76.9319978 38.9828263, -76.9320709 38.982796, -76.93214639999999 38.9828135, -76.93220150000001 38.9826642, -76.932126 38.9826434, -76.93207889999999 38.9826063, -76.93209779999999 38.9825465, -76.9320172 38.9825327))",POINT (-76.93205003437987 38.98272097214009),445.7,39
Kent Hall,118,23987802.0,,yes,,,"POLYGON ((-76.94206699999999 38.9832132, -76.9418417 38.9832182, -76.9415944 38.9832232, -76.9415977 38.9833187, -76.9418368 38.983315, -76.94207040000001 38.9833087, -76.94206699999999 38.9832132))",POINT (-76.94183239182416 38.98326634985646),436.7,37
Lot 2d,237,25169320.0,,parking,,,"POLYGON ((-76.9455841 38.9926714, -76.94558069999999 38.9925246, -76.9455708 38.9921043, -76.9454935 38.9921109, -76.9455021 38.9926713, -76.9455841 38.9926714))",POINT (-76.94553776941235 38.99239217610846),432.0,20
Lot N5,285,25542918.0,,parking,,,"POLYGON ((-76.93223329999999 38.9836323, -76.93229700000001 38.9834412, -76.9321448 38.9834105, -76.93207839999999 38.9833971, -76.9320146 38.9835883, -76.9320953 38.9836045, -76.93223329999999 38.9836323))",POINT (-76.93215581620311 38.98351472024027),428.7,39
,2446,613935534.0,,yes,,,"POLYGON ((-76.9459334 38.9799314, -76.9457663 38.9797931, -76.94584620000001 38.9797343, -76.9458601 38.9797457, -76.94589809999999 38.9797178, -76.9459155 38.9797322, -76.9459854 38.9796807, -76.9461294 38.9797999, -76.9460388 38.9798667, -76.946001 38.9798354, -76.9459531 38.9798707, -76.94598259999999 38.9798952, -76.9459334 38.9799314))",POINT (-76.94594700209397 38.97979948415655),420.9,36
,2741,696134092.0,,parking,,,"POLYGON ((-76.9451225 38.9999354, -76.9450628 38.9998323, -76.94471 38.9999558, -76.94476969999999 39.0000589, -76.9451225 38.9999354))",POINT (-76.94491624999999 38.9999456),420.4,12
,379,93996441.0,,yes,,,"POLYGON ((-76.9358196 39.0037549, -76.93582360000001 39.0038768, -76.93574049999999 39.0038768, -76.93574049999999 39.0038893, -76.93566939999999 39.0038893, -76.93566939999999 39.0038789, -76.93548699999999 39.0038831, -76.9354816 39.0037601, -76.93567210000001 39.003757, -76.9356707 39.0037288, -76.93573069999999 39.003728, -76.9357311 39.0037539, -76.9358196 39.0037549))",POINT (-76.93565558774617 39.00381648342675),420.2,6
Lot S8,234,25168833.0,,parking,,,"POLYGON ((-76.9465861 38.9929438, -76.9465865 38.992746, -76.9467971 38.9927451, -76.94679720000001 38.9927529, -76.9468269 38.9927525, -76.94682640000001 38.9929051, -76.9467209 38.9929052, -76.9467209 38.9929438, -76.94666770000001 38.9929438, -76.9465861 38.9929438))",POINT (-76.94669969223837 38.99283762398591),416.6,20
Sheep Barn,195,24924832.0,,barn,,,"POLYGON ((-76.9415398 38.9916578, -76.9415944 38.9916783, -76.9416433 38.9915994, -76.941441 38.9915237, -76.9413922 38.9916024, -76.94144780000001 38.9916233, -76.94143769999999 38.9916422, -76.94139869999999 38.9917089, -76.9413242 38.9918362, -76.94141449999999 38.9918713, -76.9415398 38.9916578))",POINT (-76.9414708124314 38.99168084535648),416.2,21
Lot EE,255,25178049.0,,parking,,,"POLYGON ((-76.93743360000001 38.9896241, -76.9378701 38.9896245, -76.9378703 38.9895115, -76.9375457 38.9895112, -76.9375457 38.9895658, -76.9374337 38.9895657, -76.93743360000001 38.9896241))",POINT (-76.93767489538051 38.98957195026465),415.3,30
,2415,613935485.0,,yes,,,"POLYGON ((-76.94748370000001 38.9802296, -76.94749760000001 38.9802186, -76.947484 38.9802082, -76.9474701 38.9802192, -76.9474498 38.9802037, -76.9474321 38.9802178, -76.947374 38.9801733, -76.9474493 38.9801135, -76.9474723 38.9801312, -76.9474919 38.9801156, -76.94746739999999 38.9800968, -76.94754380000001 38.980036, -76.9475786 38.9800627, -76.9475733 38.9800669, -76.9476401 38.9801181, -76.9476439 38.9801151, -76.9476544 38.9801232, -76.94768569999999 38.9800982, -76.94773360000001 38.9801349, -76.9476519 38.9801998, -76.9476556 38.9802027, -76.94762660000001 38.9802258, -76.9476212 38.9802217, -76.94758400000001 38.9802512, -76.9475982 38.9802621, -76.9475415 38.9803072, -76.9474816 38.9802613, -76.9475029 38.9802444, -76.94748370000001 38.9802296))",POINT (-76.94755045126722 38.98016650747033),415.0,36
,1571,613091660.0,,yes,,,"POLYGON ((-76.9460855 38.977549, -76.9461886 38.9774582, -76.9462013 38.977467, -76.9462685 38.9774078, -76.9463846 38.9774881, -76.9463343 38.9775325, -76.9463178 38.977521, -76.94618629999999 38.9776309, -76.94616910000001 38.9777051, -76.94605129999999 38.9776907, -76.9460741 38.9775874, -76.9461036 38.9775615, -76.9460855 38.977549))",POINT (-76.94619705799778 38.97755453374392),414.6,44
Maranatha Fellowship,594,605055918.0,,place_of_worship,,,"POLYGON ((-76.9429243 39.0011319, -76.94299890000001 39.0011206, -76.9429775 39.0010351, -76.9429215 39.0010435, -76.9428886 39.0009118, -76.942846 39.0009182, -76.94283830000001 39.0008876, -76.94275469999999 39.0009003, -76.9427628 39.0009328, -76.94273130000001 39.0009375, -76.9427852 39.0011529, -76.9428551 39.0011423, -76.9429243 39.0011319))",POINT (-76.94284897029901 39.00103062632234),414.4,5
,1657,613093164.0,,yes,,,"POLYGON ((-76.94263220000001 38.9772848, -76.9425569 38.9771616, -76.94286099999999 38.9770484, -76.9429367 38.9771725, -76.9428492 38.977205, -76.942837 38.977185, -76.94270710000001 38.9772334, -76.9427189 38.9772526, -76.94263220000001 38.9772848))",POINT (-76.94274463488608 38.97716295016353),413.5,45
Kingdom Hall of Jehovah���s Wit,579,550158319.0,,place_of_worship,,,"POLYGON ((-76.94683620000001 39.0011392, -76.946607 39.0011006, -76.94663079999999 39.0010083, -76.94663660000001 39.0010087, -76.9466355 39.0009665, -76.9466457 39.0009658, -76.9466441 39.0008824, -76.94678740000001 39.0008811, -76.94678740000001 39.0010329, -76.946859 39.0010445, -76.94683620000001 39.0011392))",POINT (-76.94672558173764 39.00101562741401),409.5,4
,597,612731249.0,,yes,,,"POLYGON ((-76.9360604 39.0036261, -76.9362234 39.003617, -76.9362471 39.0038761, -76.9360841 39.0038852, -76.9360604 39.0036261))",POINT (-76.93615375 39.0037511),407.9,6
,2370,613935405.0,,yes,,,"POLYGON ((-76.9486337 38.980191, -76.94857709999999 38.9800702, -76.9485214 38.9800861, -76.9484928 38.980025, -76.9483826 38.9800565, -76.94834710000001 38.9799807, -76.9484829 38.979942, -76.9484606 38.9798944, -76.9485581 38.9798666, -76.9486338 38.9800282, -76.9486273 38.9800301, -76.9486945 38.9801737, -76.9486337 38.980191))",POINT (-76.94853406574099 38.98001275192508),403.4,36
,1308,613049946.0,,yes,,,"POLYGON ((-76.9346534 38.9803321, -76.93471510000001 38.9803462, -76.93471940000001 38.9803348, -76.9347537 38.9803426, -76.9347492 38.9803546, -76.9347875 38.9803634, -76.9347999 38.9803304, -76.9348265 38.9803365, -76.93484290000001 38.9802928, -76.934932 38.9803131, -76.934915 38.9803586, -76.93494130000001 38.9803646, -76.9348895 38.9805028, -76.93461310000001 38.9804396, -76.9346534 38.9803321))",POINT (-76.93479294766603 38.98040091770531),402.2,38
R.J. Bentley's,343,34068961.0,,bar,,,"POLYGON ((-76.9376848 38.9804147, -76.9376049 38.9803972, -76.9375862 38.9804528, -76.93746059999999 38.9804249, -76.93741609999999 38.9805664, -76.93743859999999 38.9805708, -76.9376195 38.9806059, -76.9376867 38.9806189, -76.9376848 38.9804147))",POINT (-76.93757105038692 38.98051204221072),402.1,38
,652,612732156.0,,yes,,,"POLYGON ((-76.9315289 39.0022127, -76.93152739999999 39.0022199, -76.93150079999999 39.0022165, -76.9315024 39.0022092, -76.9314979 39.0022086, -76.93151880000001 39.0021121, -76.9315987 39.0021226, -76.93160140000001 39.0021184, -76.9316448 39.0021241, -76.9316567 39.0020692, -76.93164849999999 39.0020681, -76.93165860000001 39.0020212, -76.9317878 39.0020382, -76.9317889 39.002033, -76.9318595 39.0020423, -76.93183380000001 39.0021612, -76.9317046 39.0021442, -76.93168540000001 39.0022333, -76.9315289 39.0022127))",POINT (-76.93168308414987 39.00212718201583),400.8,7
,542,375608486.0,,parking,,,"POLYGON ((-76.9323201 38.9909459, -76.93210860000001 38.9908263, -76.9322288 38.990698, -76.9324402 38.9908175, -76.9323201 38.9909459))",POINT (-76.9322744229068 38.99082193361003),398.9,23
Morrill Hall,181,24306090.0,,university,,,"POLYGON ((-76.9443133 38.9844191, -76.9443103 38.9843114, -76.94430749999999 38.9842057, -76.9441138 38.9842089, -76.9441167 38.9843178, -76.94411959999999 38.9844223, -76.9443133 38.9844191))",POINT (-76.94421351686633 38.98431400072325),397.5,36
,2689,613936244.0,,yes,,,"POLYGON ((-76.9485391 38.9785089, -76.948556 38.9784154, -76.948723 38.9784338, -76.9487056 38.97853, -76.9487417 38.978534, -76.948719 38.97866, -76.948525 38.9786387, -76.9485483 38.9785099, -76.9485391 38.9785089))",POINT (-76.94863240452804 38.97854128635088),396.9,44
