name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
,3076,216872714.0,,yes,,,"POLYGON ((-122.3210329 47.6599531, -122.3210312 47.6599018, -122.3210417 47.6599016, -122.3210406 47.659868, -122.3212517 47.6598649, -122.3212518 47.6598701, -122.3212692 47.6598699, -122.3212703 47.6599043, -122.3212516 47.6599046, -122.3212531 47.6599498, -122.3210329 47.6599531))",POINT (-122.3211476 47.6599087),160.0,1722.1,7
,3077,216872717.0,,yes,,,"POLYGON ((-122.3189469 47.660128, -122.3189472 47.6601164, -122.3189179 47.6601161, -122.318919 47.6600632, -122.3189377 47.6600634, -122.3189383 47.6600348, -122.3189965 47.6600353, -122.3189965 47.660038, -122.3190901 47.6600389, -122.3190902 47.660034, -122.3191422 47.6600345, -122.3191421 47.6600382, -122.3191585 47.6600383, -122.3191583 47.660046, -122.3191848 47.6600462, -122.3191841 47.6600796, -122.3191628 47.6600794, -122.3191624 47.6601027, -122.3191574 47.6601026, -122.3191572 47.6601122, -122.319144 47.660112, -122.3191436 47.6601336, -122.3190912 47.6601331, -122.3190912 47.6601294, -122.3189469 47.660128))",POINT (-122.3190481 47.6600821),185.3,1994.4,8
,3078,216872720.0,,yes,,,"POLYGON ((-122.3195054 47.6603683, -122.3195054 47.6603604, -122.3194237 47.6603602, -122.3194237 47.6603682, -122.3193247 47.660368, -122.3193248 47.6603203, -122.3193152 47.6603202, -122.3193154 47.6602548, -122.3193257 47.6602548, -122.3193258 47.660208, -122.3194223 47.6602081, -122.3194222 47.6602165, -122.3195052 47.6602167, -122.3195052 47.6602082, -122.3195904 47.6602084, -122.3195902 47.6602575, -122.319618 47.6602575, -122.3196178 47.6603203, -122.31959 47.6603203, -122.3195898 47.6603685, -122.3195054 47.6603683))",POINT (-122.3194613 47.6602883),362.4,3900.9,8
,3079,216872721.0,,yes,,,"POLYGON ((-122.3189195 47.6603323, -122.3189195 47.6603185, -122.3189107 47.6603186, -122.3189106 47.6602949, -122.3189212 47.6602949, -122.3189211 47.6602602, -122.3189266 47.6602602, -122.3189266 47.6602471, -122.3189917 47.660247, -122.3190048 47.6602366, -122.3190229 47.6602366, -122.319041 47.6602479, -122.3190983 47.6602478, -122.3190983 47.6602772, -122.3191057 47.6602772, -122.3191058 47.6603242, -122.3190791 47.6603243, -122.3190791 47.6603321, -122.3189195 47.6603323))",POINT (-122.3190097 47.6602891),131.6,1416.1,8
,3080,216872723.0,,yes,,,"POLYGON ((-122.3194369 47.6604298, -122.3194359 47.6603868, -122.3194415 47.6603867, -122.3194412 47.660371, -122.3196143 47.6603691, -122.3196157 47.6604279, -122.3194369 47.6604298))",POINT (-122.3195264 47.6603996),86.4,930.0,8
,3081,216872724.0,,yes,,,"POLYGON ((-122.3193106 47.6606725, -122.3193107 47.6605558, -122.3192911 47.6605558, -122.3192911 47.6605249, -122.3193099 47.6605249, -122.3193099 47.6604451, -122.3196453 47.6604452, -122.3196453 47.6605354, -122.3196372 47.6605354, -122.3196372 47.6605763, -122.3196484 47.6605763, -122.3196483 47.6606725, -122.3193106 47.6606725))",POINT (-122.3194764 47.6605589),641.3,6903.0,8
Strada,3082,216872726.0,,apartments,,,"POLYGON ((-122.320224 47.661813, -122.3205981 47.6618157, -122.3205968 47.6619012, -122.3202226 47.6618985, -122.320224 47.661813))",POINT (-122.3204104 47.6618571),267.0,2873.7,7
Cielo,3083,216872727.0,,apartments,,,"POLYGON ((-122.3205815 47.6620187, -122.3202227 47.6620167, -122.3202238 47.6619271, -122.3204907 47.6619286, -122.3204909 47.6619189, -122.32055 47.6619193, -122.32055 47.6619231, -122.3205822 47.6619233, -122.3205822 47.6619283, -122.3205924 47.6619284, -122.3205917 47.6619835, -122.320582 47.6619834, -122.3205815 47.6620187))",POINT (-122.3204086 47.6619715),279.4,3007.2,7
,3084,216872729.0,,apartments,,,"POLYGON ((-122.3200379 47.6619213, -122.3200368 47.6620588, -122.3197238 47.6620577, -122.3197249 47.6619201, -122.3200379 47.6619213))",POINT (-122.3198808 47.6619895),359.6,3870.3,8
Cielo,3085,216872730.0,,apartments,,,"POLYGON ((-122.3202254 47.6620508, -122.3204885 47.6620523, -122.3204886 47.6620434, -122.3205484 47.6620437, -122.3205483 47.6620496, -122.3205823 47.6620498, -122.3205822 47.6620522, -122.3205904 47.6620523, -122.3205898 47.6620996, -122.3205797 47.6620995, -122.3205791 47.6621424, -122.3202243 47.6621404, -122.3202254 47.6620508))",POINT (-122.3204073 47.6620954),273.9,2948.7,7
The University Plaza,3086,216872737.0,,apartments,,,"POLYGON ((-122.3190376 47.6627883, -122.319035 47.6629947, -122.3190157 47.6629946, -122.3190155 47.6630111, -122.3189479 47.6630107, -122.318948 47.6629968, -122.3189278 47.6629967, -122.3189275 47.6630242, -122.3186997 47.6630229, -122.3187 47.6629953, -122.3186772 47.6629952, -122.318677 47.6630089, -122.3186037 47.6630085, -122.3186038 47.6629955, -122.3185889 47.6629954, -122.3185914 47.6627934, -122.3186045 47.6627935, -122.3186047 47.6627748, -122.3186611 47.6627751, -122.3186609 47.6627897, -122.3186723 47.6627897, -122.3186724 47.6627789, -122.318953 47.6627805, -122.3189529 47.6627926, -122.3189627 47.6627926, -122.3189629 47.6627748, -122.3190234 47.6627752, -122.3190233 47.6627883, -122.3190376 47.6627883))",POINT (-122.3188135 47.6628972),873.6,9403.4,8
Lightbox Apartment,3087,216872738.0,,apartments,,,"POLYGON ((-122.3197561 47.662547, -122.3197562 47.662325, -122.319728 47.6622975, -122.319728 47.6621703, -122.3197023 47.6621703, -122.3197023 47.6621034, -122.3201152 47.6621035, -122.3201152 47.662164, -122.3200609 47.662164, -122.3200608 47.6626044, -122.3197215 47.6626043, -122.3197215 47.662547, -122.3197561 47.662547))",POINT (-122.3199022 47.6623447),1380.5,14860.0,8
,3088,216872740.0,,yes,,,"POLYGON ((-122.3205664 47.6628881, -122.3202572 47.6628922, -122.3202548 47.662808, -122.3202768 47.6628077, -122.3202767 47.662803, -122.3205638 47.6627992, -122.3205664 47.6628881))",POINT (-122.3204111 47.6628459),227.5,2448.5,7
,3089,216872741.0,,yes,,,"POLYGON ((-122.3205965 47.6629567, -122.3205063 47.6629562, -122.3205068 47.6629113, -122.3205971 47.6629117, -122.3205965 47.6629567))",POINT (-122.3205517 47.662934),34.0,366.0,7
LOHAS,3090,216872742.0,,apartments,,,"POLYGON ((-122.3205746 47.663042, -122.3201928 47.6630397, -122.3201938 47.6629668, -122.3202752 47.6629673, -122.3202758 47.6629262, -122.3205009 47.6629276, -122.3205003 47.6629694, -122.3205756 47.6629698, -122.3205746 47.663042))",POINT (-122.3203849 47.6629902),308.5,3320.3,7
,3091,216872743.0,,yes,,,"POLYGON ((-122.3203015 47.663243, -122.3205092 47.6632402, -122.3205095 47.6632485, -122.3205287 47.6632483, -122.3205306 47.6633143, -122.3205067 47.6633146, -122.3205068 47.6633194, -122.3203038 47.663322, -122.3203015 47.663243))",POINT (-122.3204146 47.6632811),147.6,1588.7,2
,3092,216872744.0,,yes,,,"POLYGON ((-122.3191554 47.663325, -122.3191592 47.6632427, -122.3191983 47.6632435, -122.3191985 47.6632379, -122.319285 47.6632397, -122.3192848 47.6632436, -122.3193453 47.6632449, -122.3193451 47.6632479, -122.3193665 47.6632484, -122.3193634 47.663315, -122.319343 47.6633146, -122.3193424 47.663329, -122.3191554 47.663325))",POINT (-122.3192591 47.663284),144.2,1552.0,3
,3093,216872745.0,,apartments,,,"POLYGON ((-122.3188707 47.6633109, -122.3187763 47.663311, -122.3187763 47.6632803, -122.3187595 47.6632803, -122.3187596 47.6633093, -122.3186674 47.6633094, -122.3186673 47.6632787, -122.318649 47.6632787, -122.3186491 47.6633078, -122.3185569 47.6633079, -122.3185568 47.6632622, -122.3185649 47.6632622, -122.3185648 47.6632324, -122.3186487 47.6632323, -122.3186487 47.6632568, -122.3186687 47.6632568, -122.3186686 47.6632325, -122.3187583 47.6632324, -122.3187584 47.6632577, -122.3187765 47.6632577, -122.3187764 47.6632336, -122.3188697 47.6632335, -122.3188697 47.6632579, -122.318893 47.6632579, -122.3188931 47.6632822, -122.3188707 47.6632822, -122.3188707 47.6633109))",POINT (-122.3187205 47.6632713),187.7,2020.0,3
,3094,216872746.0,,yes,,,"POLYGON ((-122.3205051 47.6634169, -122.3202978 47.6634158, -122.3202988 47.6633364, -122.3203321 47.6633366, -122.320332 47.6633429, -122.3203748 47.6633431, -122.3203749 47.6633368, -122.3205009 47.6633375, -122.3205008 47.6633456, -122.320529 47.6633457, -122.3205283 47.6634057, -122.3205052 47.6634056, -122.3205051 47.6634169))",POINT (-122.3204115 47.6633772),146.3,1575.1,2
,3095,216872747.0,,yes,,,"POLYGON ((-122.3192003 47.6634332, -122.3192017 47.6633706, -122.3192285 47.6633709, -122.3192289 47.6633535, -122.3193644 47.663355, -122.3193625 47.6634349, -122.3192003 47.6634332))",POINT (-122.3192848 47.6633953),104.5,1124.3,3
,3096,216872748.0,,yes,,,"POLYGON ((-122.3187926 47.6633476, -122.3187922 47.6633642, -122.3188051 47.6633643, -122.3188037 47.6634217, -122.3187893 47.6634216, -122.318789 47.6634329, -122.3185823 47.6634306, -122.3185843 47.6633453, -122.3187926 47.6633476))",POINT (-122.3186918 47.6633892),154.1,1659.2,3
,3097,216872749.0,,yes,,,"POLYGON ((-122.3205336 47.6634338, -122.3205354 47.6635138, -122.3203051 47.6635162, -122.3203033 47.6634362, -122.3205336 47.6634338))",POINT (-122.3204194 47.663475),152.7,1643.6,2
,3098,216872750.0,,yes,,,"POLYGON ((-122.3193656 47.6635412, -122.3191811 47.6635428, -122.3191809 47.6635336, -122.3191526 47.6635338, -122.3191512 47.6634563, -122.3191793 47.6634561, -122.3191791 47.6634461, -122.3192511 47.6634455, -122.3192513 47.6634548, -122.3193639 47.6634539, -122.3193656 47.6635412))",POINT (-122.3192582 47.6634962),157.9,1700.1,3
,3099,216872751.0,,yes,,,"POLYGON ((-122.3185876 47.6634537, -122.3188256 47.6634566, -122.3188232 47.6635471, -122.3185904 47.6635443, -122.3185913 47.6635089, -122.3185729 47.6635087, -122.3185736 47.6634825, -122.3185868 47.6634826, -122.3185876 47.6634537))",POINT (-122.3187044 47.6635001),181.6,1954.8,3
,3100,216872752.0,,yes,,,"POLYGON ((-122.3197487 47.6634797, -122.3199299 47.6634816, -122.3199283 47.6635484, -122.3197472 47.6635465, -122.3197487 47.6634797))",POINT (-122.3198385 47.663514),100.7,1083.5,3
,3101,216872754.0,,yes,,,"POLYGON ((-122.3203265 47.6636049, -122.3203244 47.6635332, -122.3205081 47.6635308, -122.3205084 47.6635384, -122.3205267 47.6635382, -122.3205285 47.6636023, -122.3203265 47.6636049))",POINT (-122.3204256 47.6635681),119.9,1290.3,2
,3102,216872755.0,,yes,,,"POLYGON ((-122.3191402 47.6635574, -122.3193746 47.6635556, -122.3193717 47.6636301, -122.3192169 47.6636309, -122.3192168 47.6636271, -122.319168 47.6636298, -122.3191398 47.6636306, -122.3191402 47.6635574))",POINT (-122.3192573 47.6635932),143.6,1545.9,3
,3103,216872756.0,,yes,,,"POLYGON ((-122.3197403 47.6636587, -122.3197399 47.6636202, -122.3197183 47.6636203, -122.3197181 47.6635994, -122.3197412 47.6635993, -122.319741 47.6635759, -122.3199333 47.6635751, -122.3199341 47.6636578, -122.3197403 47.6636587))",POINT (-122.319834 47.6636167),137.2,1476.6,3
,3104,216872758.0,,yes,,,"POLYGON ((-122.3205311 47.6636119, -122.3205333 47.6636887, -122.3205202 47.6636889, -122.3205206 47.6637038, -122.3203881 47.6637055, -122.3203871 47.6636716, -122.3203472 47.6636721, -122.3203455 47.6636143, -122.3205311 47.6636119))",POINT (-122.3204448 47.6636559),129.2,1390.6,2
,3105,216872759.0,,yes,,,"POLYGON ((-122.3199465 47.6636688, -122.3199478 47.6637539, -122.3197329 47.6637554, -122.3197315 47.6636703, -122.3199465 47.6636688))",POINT (-122.3198397 47.6637121),153.1,1648.0,3
,3106,216872761.0,,yes,,,"POLYGON ((-122.3205203 47.6638631, -122.3202905 47.6638654, -122.3202896 47.6638222, -122.3203302 47.6638218, -122.3203294 47.6637867, -122.3203894 47.6637861, -122.3203892 47.6637752, -122.320447 47.6637746, -122.3204475 47.6637947, -122.3205187 47.663794, -122.3205203 47.6638631))",POINT (-122.3204101 47.6638266),138.2,1487.9,2
,3107,216872762.0,,yes,,,"POLYGON ((-122.3191925 47.6637822, -122.319368 47.6637795, -122.3193689 47.6638057, -122.3193841 47.6638055, -122.3193851 47.6638338, -122.3193671 47.6638341, -122.3193678 47.6638572, -122.3191951 47.6638598, -122.3191925 47.6637822))",POINT (-122.3192841 47.6638195),115.9,1247.7,3
,3108,216872763.0,,yes,,,"POLYGON ((-122.3197442 47.6638674, -122.319744 47.6638144, -122.3197624 47.6638144, -122.3197623 47.663793, -122.3198858 47.6637928, -122.3198861 47.6638671, -122.3197442 47.6638674))",POINT (-122.3198174 47.6638311),84.3,907.7,3
,3109,216872764.0,,yes,,,"POLYGON ((-122.320532 47.6639621, -122.3202998 47.6639632, -122.3202989 47.6638831, -122.3203846 47.6638827, -122.3203844 47.6638678, -122.3204615 47.6638674, -122.3204616 47.6638808, -122.3205311 47.6638804, -122.320532 47.6639621))",POINT (-122.3204163 47.6639196),165.5,1781.8,2
,3110,216872766.0,,yes,,,"POLYGON ((-122.3193769 47.6639695, -122.3192127 47.66397, -122.3192127 47.6639638, -122.3191804 47.6639639, -122.3191801 47.6639144, -122.3192155 47.6639143, -122.3192153 47.663879, -122.3193764 47.6638785, -122.3193769 47.6639695))",POINT (-122.3192855 47.6639259),137.2,1476.7,3
,3111,216872767.0,,yes,,,"POLYGON ((-122.3205295 47.6640479, -122.3203218 47.6640506, -122.3203196 47.6639725, -122.3205273 47.6639698, -122.3205295 47.6640479))",POINT (-122.3204245 47.6640102),134.2,1444.4,2
,3112,216872768.0,,yes,,,"POLYGON ((-122.3203167 47.6642161, -122.320317 47.6641936, -122.320336 47.6641937, -122.3203368 47.6641391, -122.3204521 47.6641398, -122.3204522 47.6641343, -122.3205441 47.6641349, -122.320543 47.6642175, -122.3203167 47.6642161))",POINT (-122.3204387 47.6641777),140.4,1511.4,2
,3113,216872769.0,,yes,,,"POLYGON ((-122.3203296 47.6643322, -122.3203288 47.6642821, -122.3203076 47.6642822, -122.3203071 47.6642505, -122.320336 47.6642503, -122.3203358 47.6642436, -122.3205417 47.6642421, -122.3205431 47.6643307, -122.3203296 47.6643322))",POINT (-122.3204319 47.6642866),163.5,1760.3,2
,3114,216872770.0,,yes,,,"POLYGON ((-122.3196954 47.6644867, -122.3196952 47.6644117, -122.3197679 47.6644116, -122.3197681 47.6644865, -122.3196954 47.6644867))",POINT (-122.3197316 47.6644491),45.7,491.4,3
,3115,216872771.0,,yes,,,"POLYGON ((-122.320338 47.6644478, -122.3203375 47.6644385, -122.3203194 47.664439, -122.3203151 47.6643589, -122.320534 47.6643536, -122.3205361 47.6643933, -122.320559 47.6643927, -122.3205616 47.6644424, -122.320338 47.6644478))",POINT (-122.3204345 47.6644015),171.9,1850.4,2
,3116,216872772.0,,yes,,,"POLYGON ((-122.3205354 47.6645399, -122.3203497 47.6645449, -122.3203492 47.6645372, -122.3203399 47.6645374, -122.3203366 47.6644804, -122.3203541 47.6644799, -122.3203532 47.6644651, -122.3205307 47.6644603, -122.3205354 47.6645399))",POINT (-122.3204375 47.6645031),126.6,1362.8,2
,3117,216872773.0,,yes,,,"POLYGON ((-122.3205479 47.6646307, -122.3203487 47.6646326, -122.3203483 47.6646139, -122.320327 47.6646142, -122.3203259 47.6645646, -122.3203496 47.6645644, -122.3203495 47.6645558, -122.3205263 47.6645541, -122.320527 47.6645884, -122.320547 47.6645882, -122.3205479 47.6646307))",POINT (-122.3204363 47.664594),130.2,1401.7,2
,3118,216872774.0,,yes,,,"POLYGON ((-122.32031 47.6646593, -122.320536 47.6646583, -122.3205367 47.6647378, -122.3205155 47.6647379, -122.3205156 47.6647455, -122.3203108 47.6647464, -122.32031 47.6646593))",POINT (-122.3204225 47.664702),162.9,1753.9,2
,3119,216872775.0,,yes,,,"POLYGON ((-122.3199649 47.6650646, -122.3199679 47.6651677, -122.3198936 47.6651687, -122.3198938 47.6651725, -122.3198181 47.6651735, -122.3198179 47.6651665, -122.3197925 47.6651668, -122.3197916 47.6651348, -122.3197578 47.6651352, -122.3197568 47.6651003, -122.3197986 47.6650998, -122.3197976 47.6650658, -122.319816 47.6650655, -122.3198157 47.6650567, -122.3199045 47.6650555, -122.3199048 47.6650653, -122.3199649 47.6650646))",POINT (-122.3198728 47.6651158),167.6,1804.1,3
,3120,216872776.0,,yes,,,"POLYGON ((-122.3192599 47.6651596, -122.3192542 47.6650574, -122.3193919 47.6650539, -122.3193936 47.6650843, -122.3194038 47.6650841, -122.3194064 47.6651306, -122.319385 47.6651311, -122.3193864 47.6651564, -122.3192599 47.6651596))",POINT (-122.3193271 47.665106),119.4,1285.4,3
,3121,216872777.0,,yes,,,"POLYGON ((-122.3187834 47.6651688, -122.3186261 47.6651657, -122.3186278 47.6651271, -122.3186079 47.6651268, -122.3186091 47.6650991, -122.3186231 47.6650994, -122.3186247 47.6650619, -122.3187796 47.6650649, -122.3187779 47.6651047, -122.3188209 47.6651055, -122.3188196 47.6651359, -122.3187848 47.6651352, -122.3187834 47.6651688))",POINT (-122.3187076 47.6651158),148.8,1602.1,3
,3122,216872778.0,,yes,,,"POLYGON ((-122.320499 47.6652839, -122.3203136 47.6652807, -122.3203166 47.6652049, -122.3203307 47.6652052, -122.320331 47.6651975, -122.3204009 47.6651987, -122.3204007 47.6652027, -122.3204275 47.6652031, -122.3204278 47.6651968, -122.3205023 47.6651981, -122.320499 47.6652839))",POINT (-122.3204091 47.6652407),129.0,1388.3,2
,3123,216872779.0,,yes,,,"POLYGON ((-122.319357 47.665285, -122.3191269 47.6652842, -122.3191275 47.6652013, -122.3193269 47.665202, -122.3193266 47.6652428, -122.3193573 47.6652429, -122.319357 47.665285))",POINT (-122.3192352 47.6652446),148.1,1594.4,3
,3124,216872780.0,,yes,,,"POLYGON ((-122.3197339 47.6651898, -122.3199506 47.665187, -122.319953 47.6652708, -122.3197603 47.6652733, -122.3197587 47.6652175, -122.3197347 47.6652178, -122.3197339 47.6651898))",POINT (-122.3198511 47.6652291),140.6,1513.5,3
,3125,216872781.0,,yes,,,"POLYGON ((-122.3188156 47.6651901, -122.318816 47.6652782, -122.3186267 47.6652785, -122.3186264 47.6651904, -122.3188156 47.6651901))",POINT (-122.3187212 47.6652343),139.2,1497.9,3
,3126,216872782.0,,yes,,,"POLYGON ((-122.3203384 47.6654013, -122.3203378 47.6653809, -122.3202767 47.6653817, -122.320275 47.6653205, -122.3203802 47.6653191, -122.3203801 47.6653139, -122.3204639 47.6653128, -122.3204641 47.6653193, -122.3205297 47.6653184, -122.320532 47.6653987, -122.3203384 47.6654013))",POINT (-122.3204095 47.6653568),166.7,1794.3,2
,3127,216872783.0,,yes,,,"POLYGON ((-122.3191575 47.6653921, -122.3191567 47.6653025, -122.3192318 47.6653022, -122.3192318 47.6652952, -122.3192814 47.665295, -122.3192815 47.6652996, -122.3193672 47.6652993, -122.319368 47.6653912, -122.3191575 47.6653921))",POINT (-122.3192629 47.6653455),161.3,1736.5,3
,3128,216872784.0,,yes,,,"POLYGON ((-122.3199357 47.6653158, -122.319939 47.665395, -122.3197449 47.6653986, -122.3197445 47.6653885, -122.3197195 47.6653889, -122.3197167 47.6653199, -122.3199357 47.6653158))",POINT (-122.3198293 47.6653569),143.4,1543.2,3
,3129,216872785.0,,yes,,,"POLYGON ((-122.3188225 47.6653017, -122.3188223 47.6653484, -122.3188438 47.6653484, -122.3188436 47.6653876, -122.3188111 47.6653875, -122.3188111 47.6653932, -122.31862 47.6653928, -122.3186205 47.6653012, -122.3188225 47.6653017))",POINT (-122.3187258 47.665348),161.3,1736.6,3
,3130,216872786.0,,yes,,,"POLYGON ((-122.319725 47.6655034, -122.3197245 47.665417, -122.319816 47.6654168, -122.3198159 47.6654118, -122.3198561 47.6654117, -122.3198561 47.6654166, -122.3199872 47.6654163, -122.3199875 47.6654783, -122.3199507 47.6654784, -122.3199509 47.6655029, -122.319725 47.6655034))",POINT (-122.3198513 47.6654582),183.0,1969.8,3
,3131,216872787.0,,yes,,,"POLYGON ((-122.3187957 47.6654124, -122.3187956 47.6654689, -122.3188124 47.6654689, -122.3188124 47.6655004, -122.3187923 47.6655004, -122.3187923 47.6654953, -122.3186109 47.6654952, -122.318611 47.6654123, -122.3187957 47.6654124))",POINT (-122.3187067 47.6654549),132.3,1423.6,3
,3132,216872788.0,,yes,,,"POLYGON ((-122.3203105 47.6655101, -122.3203097 47.6654854, -122.3202885 47.6654857, -122.3202869 47.665439, -122.3203117 47.6654386, -122.3203113 47.665429, -122.3204998 47.665426, -122.3205014 47.6654728, -122.3205276 47.6654724, -122.3205288 47.6655066, -122.3203105 47.6655101))",POINT (-122.3204049 47.6654689),146.5,1576.9,2
