name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,zone_id
,5476,229405657.0,,yes,,,"POLYGON ((-122.3276153 47.6641302, -122.3273979 47.6641275, -122.3273996 47.6640639, -122.327428 47.6640642, -122.3274286 47.6640415, -122.3276185 47.6640438, -122.327618 47.6640644, -122.3276281 47.6640646, -122.3276276 47.6640833, -122.3276166 47.6640832, -122.3276153 47.6641302))",POINT (-122.3275125 47.6640867),152.8,1644.3,2
,5477,229405658.0,,yes,,,"POLYGON ((-122.3270281 47.6641216, -122.3268265 47.6641207, -122.3268269 47.6640829, -122.3268108 47.6640828, -122.3268112 47.6640437, -122.3270013 47.6640446, -122.327001 47.6640766, -122.3270285 47.6640768, -122.3270281 47.6641216))",POINT (-122.3269181 47.6640832),127.8,1375.2,2
,5478,229405659.0,,yes,,,"POLYGON ((-122.3249019 47.6641246, -122.324714 47.6641245, -122.3247142 47.6640428, -122.3248792 47.6640429, -122.3248792 47.664067, -122.324902 47.664067, -122.3249019 47.6641246))",POINT (-122.324805 47.6640848),123.7,1331.7,2
,5479,229405660.0,,yes,,,"POLYGON ((-122.3259323 47.6641188, -122.3257476 47.6641202, -122.3257475 47.6641106, -122.3257265 47.6641108, -122.325726 47.6640747, -122.3256978 47.6640749, -122.3256972 47.6640377, -122.325748 47.6640373, -122.3257478 47.664028, -122.3259309 47.6640266, -122.3259323 47.6641188))",POINT (-122.3258244 47.6640726),163.9,1764.6,2
,5480,229405661.0,,yes,,,"POLYGON ((-122.3241976 47.6641174, -122.3241967 47.6640658, -122.3242347 47.6640655, -122.3242341 47.6640285, -122.3243999 47.6640272, -122.3244003 47.6640482, -122.3244506 47.6640478, -122.3244518 47.6641153, -122.3241976 47.6641174))",POINT (-122.3243262 47.6640756),166.7,1794.6,2
,5481,229405664.0,,yes,,,"POLYGON ((-122.3230982 47.6640188, -122.3232823 47.6640208, -122.3232802 47.6641075, -122.3230976 47.6641055, -122.3230977 47.6641007, -122.3230712 47.6641004, -122.323073 47.6640239, -122.3230981 47.6640242, -122.3230982 47.6640188))",POINT (-122.323178 47.664063),150.0,1614.6,2
,5482,229405666.0,,yes,,,"POLYGON ((-122.3252847 47.6640431, -122.3254785 47.664041, -122.3254805 47.6641213, -122.3253021 47.6641233, -122.3253014 47.6640969, -122.3252861 47.664097, -122.3252847 47.6640431))",POINT (-122.325385 47.6640815),126.0,1356.5,2
,5483,229405668.0,,yes,,,"POLYGON ((-122.3265791 47.6641208, -122.3263323 47.6641173, -122.326334 47.6640632, -122.3263488 47.6640634, -122.3263497 47.6640346, -122.3264171 47.6640356, -122.3264172 47.66403, -122.3264822 47.6640309, -122.326482 47.6640369, -122.3265817 47.6640384, -122.3265791 47.6641208))",POINT (-122.3264591 47.6640775),170.3,1833.0,2
,5484,229405671.0,,yes,,,"POLYGON ((-122.3236082 47.664137, -122.3237803 47.6641385, -122.3237798 47.6641647, -122.3237999 47.6641648, -122.3237989 47.6642206, -122.3236932 47.6642196, -122.3236931 47.6642279, -122.3236605 47.6642276, -122.3236606 47.6642205, -122.323613 47.6642201, -122.3236139 47.6641764, -122.3236075 47.6641763, -122.3236082 47.664137))",POINT (-122.3237015 47.6641803),127.3,1369.8,2
,5485,229405673.0,,yes,,,"POLYGON ((-122.3276063 47.664239, -122.3274006 47.6642401, -122.3274038 47.6641693, -122.3274196 47.6641699, -122.3274179 47.6641489, -122.327534 47.6641439, -122.3276042 47.6641441, -122.3276063 47.664239))",POINT (-122.3275063 47.6641934),155.9,1678.5,2
,5486,229405675.0,,yes,,,"POLYGON ((-122.323328 47.664134, -122.3233262 47.664212, -122.3231099 47.6642098, -122.3231117 47.6641317, -122.323328 47.664134))",POINT (-122.3232189 47.6641719),140.2,1508.6,2
,5487,229405677.0,,yes,,,"POLYGON ((-122.3268134 47.6641545, -122.3269973 47.6641572, -122.326996 47.6641965, -122.3270081 47.6641967, -122.3270074 47.6642208, -122.3269965 47.6642206, -122.3269961 47.6642331, -122.326827 47.6642306, -122.3268282 47.6641943, -122.3268121 47.664194, -122.3268134 47.6641545))",POINT (-122.3269099 47.6641934),115.0,1237.3,2
,5488,229405680.0,,yes,,,"POLYGON ((-122.3248994 47.6641628, -122.3248991 47.6642319, -122.3247534 47.6642316, -122.3247534 47.6642185, -122.3246966 47.6642184, -122.3246967 47.6642056, -122.3246811 47.6642056, -122.3246812 47.6641897, -122.3246955 47.6641897, -122.3246957 47.6641623, -122.3248994 47.6641628))",POINT (-122.3247997 47.6641955),113.0,1216.9,2
,5489,229405682.0,,yes,,,"POLYGON ((-122.32593 47.6642327, -122.3257619 47.6642343, -122.325761 47.6641967, -122.3257183 47.6641972, -122.3257174 47.6641574, -122.3257623 47.664157, -122.325762 47.6641468, -122.3259281 47.6641451, -122.32593 47.6642327))",POINT (-122.3258341 47.6641885),136.9,1473.1,2
,5490,229405683.0,,yes,,,"POLYGON ((-122.3241924 47.6642165, -122.324195 47.6641527, -122.3242115 47.664153, -122.3242127 47.664121, -122.3243997 47.6641244, -122.3243959 47.6642202, -122.3241924 47.6642165))",POINT (-122.3242986 47.6641714),158.0,1700.9,2
,5491,229405684.0,,yes,,,"POLYGON ((-122.3254583 47.6642302, -122.3252656 47.6642287, -122.3252671 47.6641342, -122.3252927 47.6641344, -122.3252928 47.6641294, -122.3253328 47.6641297, -122.3253327 47.6641324, -122.3254346 47.6641331, -122.3254345 47.6641368, -122.3254598 47.664137, -122.3254583 47.6642302))",POINT (-122.3253623 47.6641811),156.0,1678.8,2
,5492,229405685.0,,yes,,,"POLYGON ((-122.3265053 47.6642364, -122.3263549 47.6642345, -122.3263572 47.6641555, -122.3264105 47.6641561, -122.326411 47.6641386, -122.3264669 47.6641393, -122.3264667 47.6641497, -122.3265526 47.6641508, -122.3265508 47.6642144, -122.326506 47.6642139, -122.3265053 47.6642364))",POINT (-122.3264502 47.6641898),133.4,1435.4,2
,5493,229405686.0,,yes,,,"POLYGON ((-122.3246673 47.664234, -122.324874 47.6642371, -122.3248711 47.6643261, -122.3247049 47.6643236, -122.3247045 47.6643347, -122.3246444 47.6643338, -122.3246447 47.6643247, -122.324611 47.6643242, -122.3246134 47.6642511, -122.3246667 47.6642519, -122.3246673 47.664234))",POINT (-122.3247445 47.6642827),191.8,2064.2,2
,5494,229405687.0,,yes,,,"POLYGON ((-122.3276634 47.664352, -122.3274697 47.6643562, -122.3274682 47.6643233, -122.3274392 47.6643239, -122.3274366 47.6642682, -122.3274663 47.6642676, -122.3274663 47.6642669, -122.3276578 47.6642629, -122.3276596 47.6643014, -122.3276732 47.6643011, -122.327675 47.6643392, -122.3276629 47.6643394, -122.3276634 47.664352))",POINT (-122.3275573 47.6643087),161.0,1733.4,2
,5495,229405688.0,,yes,,,"POLYGON ((-122.3243681 47.6642317, -122.3243734 47.6643163, -122.3243359 47.6643174, -122.3243371 47.664337, -122.3242409 47.6643398, -122.3242395 47.6643175, -122.3242035 47.6643185, -122.3241993 47.6642505, -122.3242597 47.6642488, -122.3242592 47.6642403, -122.324297 47.6642392, -122.3242966 47.6642337, -122.3243681 47.6642317))",POINT (-122.3242899 47.6642851),125.5,1351.4,2
,5496,229405689.0,,yes,,,"POLYGON ((-122.326827 47.6642678, -122.3270011 47.6642671, -122.3270014 47.6643065, -122.327028 47.6643063, -122.3270284 47.6643529, -122.3268566 47.6643536, -122.3268565 47.6643434, -122.3268276 47.6643435, -122.326827 47.6642678))",POINT (-122.3269236 47.6643112),132.8,1429.6,2
,5497,229405690.0,,yes,,,"POLYGON ((-122.3238122 47.6642384, -122.3238094 47.6643302, -122.3236011 47.6643272, -122.3236039 47.6642354, -122.3238122 47.6642384))",POINT (-122.3237066 47.6642828),159.7,1719.0,2
,5498,229405691.0,,yes,,,"POLYGON ((-122.3231147 47.6642468, -122.3233545 47.6642481, -122.3233535 47.6643284, -122.3231138 47.6643271, -122.3231147 47.6642468))",POINT (-122.3232341 47.6642876),160.2,1724.4,2
,5499,229405692.0,,yes,,,"POLYGON ((-122.3255121 47.6643306, -122.3253085 47.6643293, -122.3253086 47.6643232, -122.3252596 47.6643229, -122.3252605 47.6642487, -122.325294 47.6642489, -122.325294 47.664243, -122.3253384 47.6642433, -122.3253383 47.6642484, -122.3253761 47.6642486, -122.3253761 47.664243, -122.3254865 47.6642437, -122.3254861 47.664273, -122.3255128 47.6642732, -122.3255121 47.6643306))",POINT (-122.325385 47.6642878),170.3,1833.5,2
,5500,229405693.0,,yes,,,"POLYGON ((-122.3263179 47.6642635, -122.3265609 47.6642678, -122.3265582 47.6643369, -122.3264937 47.6643357, -122.3264932 47.6643479, -122.3263479 47.6643453, -122.3263491 47.664315, -122.3263159 47.6643144, -122.3263179 47.6642635))",POINT (-122.3264399 47.6643034),150.4,1618.9,2
,5501,229405694.0,,yes,,,"POLYGON ((-122.3235811 47.6643462, -122.3238068 47.6643484, -122.3238053 47.6644168, -122.3237874 47.6644166, -122.3237868 47.6644459, -122.3235798 47.6644439, -122.3235806 47.664406, -122.3235498 47.6644057, -122.3235504 47.6643793, -122.3235804 47.6643796, -122.3235811 47.6643462))",POINT (-122.3236861 47.6643952),187.1,2013.8,2
,5502,229405696.0,,yes,,,"POLYGON ((-122.3248641 47.6644424, -122.3246676 47.6644418, -122.3246681 47.664368, -122.3247648 47.6643683, -122.3247648 47.6643539, -122.3248437 47.6643541, -122.3248437 47.6643618, -122.3248745 47.6643619, -122.3248741 47.6644195, -122.3248642 47.6644195, -122.3248641 47.6644424))",POINT (-122.3247731 47.6644013),135.7,1461.0,2
,5503,229405699.0,,yes,,,"POLYGON ((-122.3276307 47.6644634, -122.3274076 47.6644647, -122.3274064 47.6643736, -122.3275812 47.6643725, -122.3275816 47.6643973, -122.3276003 47.6643972, -122.3276002 47.6643834, -122.3276296 47.6643832, -122.3276307 47.6644634))",POINT (-122.3275152 47.66442),164.2,1767.1,2
,5504,229405701.0,,yes,,,"POLYGON ((-122.3254741 47.6644564, -122.3252564 47.6644582, -122.3252545 47.6643587, -122.3254723 47.6643569, -122.3254741 47.6644564))",POINT (-122.3253643 47.6644075),181.5,1953.8,2
,5505,229405706.0,,yes,,,"POLYGON ((-122.326343 47.6643591, -122.3265956 47.6643613, -122.3265942 47.6644353, -122.3266416 47.6644358, -122.3266411 47.6644632, -122.3265879 47.6644627, -122.3265881 47.6644522, -122.3263451 47.66445, -122.3263452 47.6644406, -122.3262784 47.66444, -122.3262788 47.6644175, -122.3263143 47.6644178, -122.3263151 47.664375, -122.3263427 47.6643752, -122.326343 47.6643591))",POINT (-122.3264616 47.6644087),224.6,2417.5,2
,5506,229405707.0,,yes,,,"POLYGON ((-122.3268259 47.6643839, -122.3270216 47.6643869, -122.3270201 47.6644307, -122.327007 47.6644305, -122.3270059 47.6644639, -122.3268233 47.6644612, -122.3268259 47.6643839))",POINT (-122.3269197 47.6644233),122.5,1318.4,2
,5507,229405708.0,,yes,,,"POLYGON ((-122.3258958 47.6644413, -122.3256828 47.6644386, -122.3256838 47.6644034, -122.3257135 47.6644038, -122.3257147 47.6643629, -122.3257912 47.6643639, -122.3257915 47.664354, -122.3258529 47.6643548, -122.3258526 47.6643666, -122.3259034 47.6643672, -122.3259019 47.6644206, -122.325978 47.6644215, -122.3259772 47.6644519, -122.3258955 47.6644509, -122.3258958 47.6644413))",POINT (-122.3258187 47.6644064),153.1,1647.6,2
,5508,229405709.0,,yes,,,"POLYGON ((-122.32444 47.6643615, -122.3244386 47.6644122, -122.3243542 47.6644111, -122.3243531 47.6644511, -122.3242153 47.6644493, -122.3242159 47.6644283, -122.3241858 47.6644279, -122.3241871 47.6643815, -122.3242195 47.664382, -122.3242201 47.6643587, -122.32444 47.6643615))",POINT (-122.3243056 47.6644006),151.4,1629.4,2
,5509,229405710.0,,yes,,,"POLYGON ((-122.3231084 47.6644451, -122.32311 47.6643997, -122.3231337 47.6644001, -122.323135 47.6643639, -122.3233236 47.6643671, -122.3233234 47.6643746, -122.323356 47.6643751, -122.3233534 47.6644453, -122.3233215 47.6644447, -122.3233213 47.6644487, -122.3231084 47.6644451))",POINT (-122.3232352 47.6644077),155.9,1677.6,2
,5510,229405711.0,,yes,,,"POLYGON ((-122.3235781 47.664551, -122.3235778 47.6644717, -122.3236039 47.6644717, -122.3236039 47.6644634, -122.3238066 47.664463, -122.323807 47.6645505, -122.3235781 47.664551))",POINT (-122.3236935 47.6645074),165.7,1783.6,2
,5511,229405712.0,,yes,,,"POLYGON ((-122.3248672 47.6645536, -122.3246645 47.664555, -122.3246632 47.6644665, -122.3247378 47.664466, -122.324738 47.6644759, -122.3248368 47.6644752, -122.3248369 47.6644847, -122.3248662 47.6644845, -122.3248672 47.6645536))",POINT (-122.3247609 47.6645136),137.0,1474.2,2
,5512,229405713.0,,yes,,,"POLYGON ((-122.3270047 47.6645674, -122.3268095 47.6645678, -122.3268095 47.664549, -122.3268023 47.664549, -122.326802 47.6644914, -122.3268116 47.6644914, -122.3268116 47.6644873, -122.3268568 47.6644872, -122.3268567 47.6644746, -122.3269167 47.6644745, -122.3269168 47.6644886, -122.3269852 47.6644884, -122.3269854 47.6645248, -122.3270044 47.6645247, -122.3270047 47.6645674))",POINT (-122.3268992 47.6645262),133.4,1436.1,2
,5513,229405714.0,,yes,,,"POLYGON ((-122.325699 47.66456, -122.3257047 47.6644688, -122.3258241 47.6644721, -122.3258247 47.6644621, -122.3258863 47.6644638, -122.3258853 47.6644808, -122.3259019 47.6644812, -122.3258971 47.6645588, -122.3257807 47.6645555, -122.3257803 47.6645622, -122.325699 47.66456))",POINT (-122.3258003 47.6645138),148.0,1592.9,2
,5514,229405715.0,,yes,,,"POLYGON ((-122.3274193 47.664493, -122.3276082 47.6644949, -122.3276067 47.6645629, -122.3275504 47.6645623, -122.3275503 47.6645684, -122.3274249 47.6645671, -122.327425 47.6645631, -122.3274032 47.6645629, -122.3274038 47.6645361, -122.3274184 47.6645363, -122.3274193 47.664493))",POINT (-122.3275087 47.6645306),117.0,1259.3,2
,5515,229405716.0,,yes,,,"POLYGON ((-122.3241956 47.6645618, -122.3241961 47.66448, -122.3242375 47.6644802, -122.3242376 47.664461, -122.3243063 47.6644613, -122.3243062 47.6644806, -122.3243515 47.6644808, -122.3243515 47.664466, -122.3243835 47.6644661, -122.3243834 47.6644813, -122.3244337 47.6644815, -122.3244331 47.6645626, -122.3241956 47.6645618))",POINT (-122.324313 47.6645172),177.5,1911.1,2
,5516,229405717.0,,yes,,,"POLYGON ((-122.3232912 47.6645546, -122.3231304 47.6645536, -122.3231316 47.6644669, -122.3232924 47.6644679, -122.3232912 47.6645546))",POINT (-122.3232114 47.6645108),117.4,1263.5,2
,5517,229405718.0,,yes,,,"POLYGON ((-122.3252821 47.6644785, -122.3254645 47.6644787, -122.3254642 47.6645659, -122.3252862 47.6645656, -122.3252802 47.6645608, -122.3252613 47.6645608, -122.3252615 47.6644882, -122.325282 47.6644882, -122.3252821 47.6644785))",POINT (-122.3253645 47.6645224),144.9,1559.8,2
,5518,229405719.0,,yes,,,"POLYGON ((-122.3265013 47.6645668, -122.3263295 47.6645661, -122.3263298 47.664522, -122.3263481 47.664522, -122.3263484 47.6644909, -122.3264701 47.6644914, -122.32647 47.6644979, -122.3264949 47.664498, -122.3264947 47.6645169, -122.3265156 47.664517, -122.3265154 47.6645424, -122.3265015 47.6645424, -122.3265013 47.6645668))",POINT (-122.3264198 47.6645307),103.0,1108.4,2
,5519,229405720.0,,yes,,,"POLYGON ((-122.3236072 47.6646617, -122.3236067 47.6646452, -122.3235799 47.6646455, -122.3235788 47.6646055, -122.323606 47.6646052, -122.3236051 47.6645731, -122.3237982 47.6645706, -122.3238008 47.6646592, -122.3236072 47.6646617))",POINT (-122.3236963 47.6646167),152.3,1639.2,2
,5520,229405721.0,,yes,,,"POLYGON ((-122.3248631 47.6645754, -122.3248656 47.6646623, -122.3248017 47.6646632, -122.3248021 47.6646762, -122.3247316 47.6646771, -122.3247312 47.6646631, -122.3246706 47.6646639, -122.3246703 47.6646562, -122.3246603 47.6646517, -122.3246598 47.6646314, -122.3246666 47.6646249, -122.3246661 47.6646083, -122.3246585 47.6646043, -122.3246579 47.6645848, -122.3246735 47.6645718, -122.3247346 47.664571, -122.3247348 47.664577, -122.3248631 47.6645754))",POINT (-122.3247625 47.6646214),156.5,1684.9,2
,5521,229405722.0,,yes,,,"POLYGON ((-122.3241915 47.6646687, -122.3241925 47.6645868, -122.3242566 47.6645871, -122.3242568 47.664569, -122.3243209 47.6645694, -122.3243206 47.6645937, -122.3243738 47.664594, -122.3243734 47.6646271, -122.3244008 47.6646273, -122.3244003 47.6646637, -122.3243702 47.6646635, -122.3243701 47.6646697, -122.3241915 47.6646687))",POINT (-122.324288 47.6646265),139.3,1499.9,2
,5522,229405723.0,,yes,,,"POLYGON ((-122.3254879 47.6646725, -122.3252664 47.6646703, -122.3252671 47.664637, -122.3252899 47.6646373, -122.3252912 47.6645782, -122.3254891 47.6645802, -122.3254883 47.6646157, -122.3255178 47.664616, -122.3255171 47.6646497, -122.3254884 47.6646494, -122.3254879 47.6646725))",POINT (-122.3253907 47.6646268),167.2,1799.9,2
,5523,229405724.0,,yes,,,"POLYGON ((-122.3265288 47.6646707, -122.3263708 47.6646723, -122.326371 47.6646817, -122.3263236 47.6646821, -122.3263222 47.6646139, -122.3263374 47.6646137, -122.3263367 47.6645841, -122.3264796 47.6645827, -122.3264797 47.6645858, -122.3265269 47.6645854, -122.3265288 47.6646707))",POINT (-122.326425 47.6646298),150.6,1620.5,2
,5524,229405725.0,,yes,,,"POLYGON ((-122.3270026 47.6646736, -122.32681 47.6646745, -122.3268097 47.6646455, -122.3267917 47.6646455, -122.3267913 47.6646019, -122.3269794 47.664601, -122.3269798 47.6646376, -122.3270022 47.6646375, -122.3270026 47.6646736))",POINT (-122.326895 47.664638),116.8,1257.7,2
,5525,229405726.0,,yes,,,"POLYGON ((-122.325902 47.6646613, -122.3257109 47.6646618, -122.3257108 47.6646332, -122.3256805 47.6646333, -122.3256802 47.6645855, -122.3257141 47.6645854, -122.3257141 47.6645825, -122.3259023 47.664582, -122.3259025 47.6646164, -122.3259258 47.6646164, -122.3259259 47.6646451, -122.3259019 47.6646452, -122.325902 47.6646613))",POINT (-122.3258015 47.6646212),144.3,1553.2,2
,5526,229405727.0,,yes,,,"POLYGON ((-122.3274009 47.6646024, -122.3276114 47.6646004, -122.3276118 47.6646245, -122.3276252 47.6646243, -122.3276259 47.6646575, -122.3276092 47.6646577, -122.3276097 47.6646798, -122.3274026 47.6646818, -122.3274009 47.6646024))",POINT (-122.3275094 47.664641),142.1,1529.2,2
,5527,229405728.0,,yes,,,"POLYGON ((-122.323271 47.6646052, -122.3232681 47.66467, -122.3230687 47.6646669, -122.3230263 47.6646649, -122.3230267 47.6646459, -122.323054 47.6646461, -122.323056 47.6646163, -122.3230701 47.6646161, -122.3230697 47.6646021, -122.323271 47.6646052))",POINT (-122.323159 47.664637),118.8,1279.2,2
,5528,229405729.0,,yes,,,"POLYGON ((-122.3258937 47.6647806, -122.3257111 47.6647801, -122.3257112 47.6647667, -122.3256814 47.6647666, -122.3256818 47.6647038, -122.3258321 47.6647042, -122.3258322 47.6646913, -122.3258943 47.6646915, -122.3258937 47.6647806))",POINT (-122.3257936 47.6647393),137.9,1484.0,2
,5529,229405730.0,,yes,,,"POLYGON ((-122.3274152 47.6647093, -122.3276152 47.6647099, -122.3276149 47.6647562, -122.3276005 47.6647562, -122.3276003 47.6647877, -122.3274194 47.6647872, -122.3274197 47.6647376, -122.3274151 47.6647354, -122.3274152 47.6647093))",POINT (-122.3275137 47.6647476),124.3,1337.5,2
,5530,229405731.0,,yes,,,"POLYGON ((-122.3232816 47.6646896, -122.3232768 47.6647724, -122.3230862 47.6647674, -122.3230823 47.6647627, -122.3230662 47.6647623, -122.3230701 47.6646939, -122.3230893 47.6646944, -122.3230898 47.6646845, -122.3232816 47.6646896))",POINT (-122.3231752 47.6647285),143.7,1546.9,2
,5531,229405732.0,,yes,,,"POLYGON ((-122.3252892 47.6647801, -122.325294 47.6646891, -122.3254262 47.6646923, -122.325425 47.6647149, -122.3254581 47.6647157, -122.3254563 47.6647492, -122.325422 47.6647483, -122.3254201 47.6647833, -122.3252892 47.6647801))",POINT (-122.3253645 47.6647358),109.5,1178.9,2
,5532,229405733.0,,yes,,,"POLYGON ((-122.3269823 47.6647917, -122.3267567 47.6647926, -122.3267562 47.6647398, -122.326683 47.6647401, -122.3266828 47.6647141, -122.3267558 47.6647138, -122.3267557 47.6647077, -122.3269815 47.6647067, -122.3269823 47.6647917))",POINT (-122.3268556 47.6647476),175.0,1883.7,2
,5533,229405734.0,,yes,,,"POLYGON ((-122.3235375 47.6647696, -122.3235394 47.6647153, -122.3235694 47.6647158, -122.3235702 47.6646927, -122.3235817 47.6646929, -122.3235821 47.6646809, -122.3238259 47.6646848, -122.3238244 47.6647279, -122.3238018 47.6647275, -122.3238002 47.6647737, -122.3235375 47.6647696))",POINT (-122.3236822 47.6647277),194.5,2093.5,2
,5534,229405735.0,,yes,,,"POLYGON ((-122.3248626 47.6647006, -122.3248616 47.6647747, -122.3248469 47.6647747, -122.3248468 47.6647839, -122.3246929 47.6647829, -122.3246931 47.6647679, -122.3246636 47.6647677, -122.3246645 47.6646994, -122.3248626 47.6647006))",POINT (-122.3247646 47.6647404),133.0,1431.9,2
,5535,229405736.0,,yes,,,"POLYGON ((-122.3265266 47.6647791, -122.326341 47.6647802, -122.3263399 47.6646939, -122.3265098 47.6646928, -122.3265097 47.6646844, -122.3265408 47.6646842, -122.3265416 47.6647414, -122.3265261 47.6647415, -122.3265266 47.6647791))",POINT (-122.3264391 47.6647349),142.2,1530.2,2
,5536,229405737.0,,yes,,,"POLYGON ((-122.3235881 47.6647867, -122.3238028 47.6647839, -122.3238054 47.6648727, -122.323639 47.6648749, -122.3236392 47.664879, -122.3235908 47.6648797, -122.3235881 47.6647867))",POINT (-122.3236959 47.6648302),160.9,1731.5,2
,5537,229405738.0,,yes,,,"POLYGON ((-122.3241815 47.6648439, -122.3241784 47.6647148, -122.3243013 47.6647134, -122.3243043 47.6648425, -122.3241815 47.6648439))",POINT (-122.3242414 47.6647786),132.1,1421.4,2
,5538,229405739.0,,yes,,,"POLYGON ((-122.3230767 47.6648613, -122.3230803 47.6647942, -122.3230997 47.6647947, -122.3231003 47.6647849, -122.3232808 47.6647893, -122.3232766 47.6648662, -122.3230767 47.6648613))",POINT (-122.3231798 47.6648258),126.8,1364.3,2
,5539,229405740.0,,yes,,,"POLYGON ((-122.3263198 47.6647968, -122.3265284 47.6647951, -122.3265298 47.6648733, -122.3263458 47.6648747, -122.3263453 47.6648464, -122.3263207 47.6648466, -122.3263198 47.6647968))",POINT (-122.3264289 47.6648339),130.3,1402.3,2
,5540,229405742.0,,yes,,,"POLYGON ((-122.3267973 47.6648024, -122.3269904 47.6648023, -122.3269904 47.6648418, -122.3270139 47.6648418, -122.327014 47.6648966, -122.326946 47.6648966, -122.326946 47.6648894, -122.3268387 47.6648895, -122.3268387 47.6648723, -122.3267974 47.6648723, -122.3267973 47.6648024))",POINT (-122.3269061 47.664847),148.4,1597.1,2
,5541,229405744.0,,yes,,,"POLYGON ((-122.3275123 47.6647975, -122.3275145 47.664913, -122.327388 47.6649141, -122.327387 47.6648608, -122.3274115 47.6648606, -122.3274112 47.6648446, -122.3273898 47.6648448, -122.327389 47.6647985, -122.3275123 47.6647975))",POINT (-122.3274522 47.6648562),116.7,1255.8,2
,5542,229405750.0,,yes,,,"POLYGON ((-122.3287215 47.6631924, -122.3285581 47.663193, -122.3285576 47.6631291, -122.3286216 47.6631289, -122.3286214 47.663108, -122.328721 47.6631076, -122.328721 47.6631013, -122.3287771 47.6631011, -122.3287778 47.6631878, -122.3287214 47.663188, -122.3287215 47.6631924))",POINT (-122.3286741 47.6631511),145.3,1563.7,2
,5543,229405752.0,,yes,,,"POLYGON ((-122.3244831 47.6620183, -122.3244827 47.6621812, -122.3244433 47.6621811, -122.3244433 47.6621854, -122.3243948 47.6621853, -122.324395 47.6621068, -122.324381 47.6621068, -122.324381 47.6620903, -122.3243906 47.6620903, -122.3243908 47.6620182, -122.3244831 47.6620183))",POINT (-122.3244369 47.6620999),125.9,1354.7,7
,5544,229405754.0,,yes,,,"POLYGON ((-122.330275 47.6631936, -122.3302758 47.6631588, -122.3303164 47.6631592, -122.3303172 47.6631287, -122.330333 47.6631289, -122.3303333 47.6631189, -122.3304586 47.6631203, -122.3304585 47.6631243, -122.330475 47.6631244, -122.3304734 47.6631905, -122.3304565 47.6631904, -122.3304563 47.6631956, -122.330275 47.6631936))",POINT (-122.3303845 47.6631597),108.4,1166.9,2
,5545,229405757.0,,yes,,,"POLYGON ((-122.3308482 47.6622623, -122.3311186 47.6622619, -122.3311187 47.6622784, -122.3311252 47.6622784, -122.3311253 47.6622982, -122.3311125 47.6622982, -122.3311126 47.6623288, -122.331127 47.6623288, -122.3311271 47.6623487, -122.3311149 47.6623487, -122.331115 47.6623618, -122.3308485 47.6623622, -122.3308482 47.6622623))",POINT (-122.3309839 47.662312),225.7,2429.1,6
,5546,229405760.0,,yes,,,"POLYGON ((-122.3303286 47.6619543, -122.3303294 47.6619201, -122.3303215 47.66192, -122.3303227 47.6618673, -122.3303356 47.6618674, -122.3303363 47.6618365, -122.3305412 47.6618387, -122.3305398 47.6618983, -122.3305859 47.6618988, -122.3305851 47.6619312, -122.3305415 47.6619307, -122.3305409 47.6619566, -122.3303286 47.6619543))",POINT (-122.3304412 47.6618979),221.6,2385.0,7
,5547,229405763.0,,yes,,,"POLYGON ((-122.3236221 47.6640078, -122.323622 47.6640025, -122.3235461 47.6640026, -122.3235459 47.6639491, -122.3235625 47.6639491, -122.3235624 47.6639254, -122.3236808 47.6639252, -122.3236808 47.6639195, -122.3237529 47.6639194, -122.3237529 47.6639283, -122.3238154 47.6639282, -122.3238157 47.6640075, -122.3236221 47.6640078))",POINT (-122.3236846 47.6639658),181.2,1950.6,2
,5548,229405766.0,,yes,,,"POLYGON ((-122.3279874 47.6617598, -122.3281478 47.6617579, -122.3281485 47.6617853, -122.3281271 47.6617856, -122.3281276 47.6618053, -122.3281369 47.6618052, -122.328138 47.6618477, -122.3280576 47.6618486, -122.3280578 47.661855, -122.3280237 47.6618554, -122.3280235 47.6618482, -122.3279897 47.6618486, -122.3279874 47.6617598))",POINT (-122.3280635 47.6618037),112.9,1214.8,7
,5549,229405768.0,,yes,,,"POLYGON ((-122.33176 47.663639, -122.3317597 47.6639024, -122.3317217 47.6639024, -122.3317217 47.6639156, -122.3316531 47.6639155, -122.3316531 47.6639037, -122.3316154 47.6639037, -122.3316157 47.6636404, -122.3316521 47.6636404, -122.3316521 47.6636317, -122.3317224 47.6636318, -122.3317224 47.663639, -122.33176 47.663639))",POINT (-122.3316877 47.6637724),327.5,3525.6,1
,5550,229405771.0,,house,,,"POLYGON ((-122.3316889 47.6632026, -122.3315287 47.6632031, -122.3315286 47.6631946, -122.3315074 47.6631946, -122.331507 47.6631312, -122.3315319 47.6631312, -122.3315318 47.6631236, -122.3316863 47.6631231, -122.3316865 47.6631457, -122.3317565 47.6631454, -122.3317567 47.6631673, -122.331775 47.6631672, -122.3317752 47.6631946, -122.3316888 47.6631949, -122.3316889 47.6632026))",POINT (-122.3316274 47.663165),149.5,1609.6,1
