name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction
,26,29545481.0,,7,0,,motorway,0,-122.3227366,47.6623953,,,,0.0,0.0
,27,29545484.0,,7,0,,motorway,0,-122.3224858,47.662989700000004,,,,0.0,0.0
,28,29545490.0,,7,0,,secondary,0,-122.3207388,47.661721,,,,0.0,0.0
,29,29972814.0,stop,9,0,,tertiary,0,-122.3096608,47.6597571,,,,0.0,0.0
,30,29972834.0,,14,0,,tertiary,0,-122.30452949999999,47.657825700000004,,,,0.0,0.0
,31,29972837.0,stop,14,0,,tertiary,0,-122.3046,47.657362400000004,,,,0.0,0.0
,32,29972840.0,,14,0,,tertiary,0,-122.3047994,47.656794500000004,,,,0.0,0.0
,33,29972846.0,stop,14,0,,tertiary,0,-122.30462849999999,47.655002,,,,0.0,0.0
,34,29972868.0,,18,0,,tertiary,0,-122.31043090000001,47.6532369,,,,0.0,0.0
,35,29973139.0,,13,0,,tertiary,0,-122.31101799999999,47.6550569,,,,0.0,0.0
,36,29973142.0,,13,0,,tertiary,0,-122.3118638,47.655341899999996,,,,0.0,0.0
,37,29973167.0,,9,0,,secondary,0,-122.3024314,47.661242200000004,,,,0.0,0.0
,38,29973169.0,,9,0,,secondary,0,-122.2994305,47.661237400000005,,,,0.0,0.0
,39,29973170.0,,9,0,,secondary,0,-122.29922830000001,47.6612182,,,,0.0,0.0
,40,29973173.0,traffic_signals,10,1,,secondary,0,-122.2983074,47.6610722,,,,0.0,0.0
,41,29977895.0,,9,0,,primary,0,-122.2996269,47.660649799999995,,,,0.0,0.0
,42,29977897.0,traffic_signals,9,1,,primary,0,-122.30098970000002,47.6593986,,,,0.0,0.0
,43,29978100.0,,14,0,,primary,0,-122.30271979999999,47.654127100000004,,,,0.0,0.0
,44,30012787.0,,9,0,,tertiary,0,-122.30244240000002,47.658742,,,,0.0,0.0
,45,30012795.0,,9,0,,tertiary,0,-122.3012419,47.6604277,,,,0.0,0.0
,46,30012797.0,traffic_signals,9,1,,secondary,0,-122.30091200000001,47.6604973,,,,0.0,0.0
,47,30012799.0,,9,0,,secondary,0,-122.30035409999999,47.6605031,,,,0.0,0.0
,48,30012801.0,traffic_signals,9,1,,tertiary,0,-122.2999419,47.6603301,0.0,,,0.0,0.0
,49,30079171.0,,13,0,,secondary,0,-122.316695,47.6576411,,,,0.0,0.0
,50,30079365.0,traffic_signals,18,1,,secondary,0,-122.312473,47.6529902,,,,0.0,0.0
,51,30079371.0,,18,0,,secondary,0,-122.31192079999998,47.6527207,,,,0.0,0.0
,52,30101199.0,,21,0,,tertiary,0,-122.33869009999998,47.6469265,,,,0.0,0.0
,53,30101211.0,,17,0,,tertiary,0,-122.3304203,47.6509342,,,,0.0,0.0
,54,30101217.0,,17,0,,tertiary,0,-122.32778929999999,47.6531698,,,,0.0,0.0
,55,30101222.0,,17,0,,tertiary,0,-122.3257108,47.6537816,,,,0.0,0.0
,56,30101226.0,,12,0,,tertiary,0,-122.3235625,47.65397,,,,0.0,0.0
,57,30101230.0,stop,12,0,,tertiary,0,-122.32254340000001,47.6555174,,,,0.0,0.0
,58,30458584.0,,44,0,,motorway,1,-122.3226507,47.6467029,,,,1000.0,1000.0
,59,30458587.0,,12,0,,motorway,0,-122.3224808,47.6539699,,,,0.0,0.0
,60,31096023.0,,21,0,,tertiary,0,-122.3381147,47.646848299999995,,,,0.0,0.0
,61,31192107.0,traffic_signals,10,1,,secondary,0,-122.292818,47.6612083,,,,0.0,0.0
,62,31251510.0,traffic_signals,13,1,,tertiary,0,-122.3144017,47.656220700000006,,,,0.0,0.0
,63,31251602.0,traffic_signals,13,1,,secondary,0,-122.3120538,47.6561924,,,,0.0,0.0
,64,31251886.0,traffic_signals,13,1,,tertiary,0,-122.31327730000001,47.6562044,,,,0.0,0.0
,65,31251893.0,traffic_signals,18,1,,secondary,0,-122.3133739,47.6534396,,,,0.0,0.0
,66,31251896.0,,18,0,,secondary,0,-122.31518429999998,47.6535999,,,,0.0,0.0
,67,31251897.0,traffic_signals,18,1,,secondary,0,-122.31450659999999,47.653590200000004,,,,0.0,0.0
,68,31251900.0,crossing,13,0,,tertiary,0,-122.3144797,47.654211100000005,,,,0.0,0.0
,69,31428566.0,,7,0,,motorway,0,-122.321036,47.662271399999995,,,,0.0,0.0
,70,31428567.0,,12,0,,motorway,0,-122.3224551,47.6573383,,,,0.0,0.0
,71,31429756.0,traffic_signals,19,1,,secondary,0,-122.30783600000001,47.6506606,,,,0.0,0.0
,72,31429758.0,traffic_signals,24,1,,primary,0,-122.30458290000001,47.6490186,,,,0.0,0.0
,73,31429759.0,,19,0,,primary,0,-122.30440859999999,47.649978000000004,,,,0.0,0.0
,74,31430219.0,,19,0,,secondary,0,-122.30644369999999,47.6505476,,,,0.0,0.0
,75,31430313.0,,19,0,,secondary,0,-122.304585,47.650964200000004,,,,0.0,0.0
,76,31430318.0,,19,0,,primary,0,-122.30412630000001,47.6506446,,,,0.0,0.0
,77,31430321.0,,19,0,,primary,0,-122.30348889999999,47.6518032,,,,0.0,0.0
,78,31430329.0,,19,0,,primary,0,-122.30309140000001,47.6529149,,,,0.0,0.0
,79,31430457.0,,10,0,,primary,0,-122.2972604,47.6612217,,,,0.0,0.0
,80,31430499.0,traffic_signals,35,1,,primary,1,-122.2966813,47.661220799999995,,,,1000.0,1000.0
,81,31430500.0,,10,0,,primary,0,-122.29621979999999,47.661217,,,,0.0,0.0
,82,31430540.0,,9,0,,primary,0,-122.30099609999999,47.659056,,,,0.0,0.0
,83,31430639.0,,9,0,,primary,0,-122.2994115,47.6607531,,,,0.0,0.0
,84,31430660.0,,10,0,,secondary,0,-122.2987058,47.66125770000001,,,,0.0,0.0
