x_coord,y_coord,zone_id
-111.000542,32.307934,1070
-111.003593,32.319271,1071
-110.988724,32.309509,1072
-111.009689,32.319199,1073
-110.981148,32.318737,1074
-110.981354,32.328354,1075
-110.970398,32.318684,1076
-110.944679,32.314869,1077
-110.972961,32.330353,1078
-110.965431,32.330143,1079
-110.9524,32.329845,1080
-110.933617,32.329865,1081
-110.952072,32.342228,1082
-110.921638,32.310413,1083
-110.915817,32.329956,1084
-110.988258,32.332748,1085
-110.930069,32.324528,1086
-110.913254,32.478401,1087
-110.910789,32.490837,1088
-110.90509,32.485237,1089
-110.702194,32.066387,1090
-110.716286,32.117676,1091
-110.695282,32.112473,1092
-110.782303,32.039242,1093
-110.666786,32.074104,1094
-110.774864,32.304352,1095
-110.816643,32.308205,1096
-110.765625,32.289806,1097
-110.780785,32.28352,1098
-110.761963,32.280533,1099
-110.747681,32.279713,1100
-110.833473,32.290424,1101
-110.834908,32.303436,1102
-110.828438,32.304169,1103
-110.828514,32.320099,1104
-111.345535,32.567047,1105
-110.944756,32.55291,1106
-110.923096,32.591717,1107
-110.861229,32.581802,1108
-110.873894,32.533302,1109
-110.893936,32.529903,1110
-111.418243,32.722588,1111
-111.051285,32.663326,1112
-110.733299,32.643742,1113
-110.408035,32.395565,1114
-110.372841,32.002468,1115
-110.369492,31.963011,1116
-110.642067,31.698095,1117
-111.063347,31.627487,1118
-111.283737,31.460726,1119
-111.542976,31.426138,1120
-111.51152,32.070202,1121
